,id,dianpin_id,region,shop_name,category,category_name,avg_price_raw,avg_price,dianpin_num,rate_taste,rate_env,rate_service,address,telephone,task_id,sub_type,is_finished,status_range
7173,7290,65729962,闵行区,重庆鸡公煲村夫烤鱼,4473,烤鱼,￥28/人,28,76,7.2,7.1,7.3,申长路1209弄2号101室,13564890550,,烤鱼,1,1
7174,7291,1932214,南方商城,紫燕百味鸡,222,川菜/家常菜,￥19/人,19,56,7.1,6.9,6.8,罗景路915号,4008886517,,熟食,1,1
7175,7292,6111986,南方商城,烤滋烤味烤全鱼,4473,烤鱼,￥43/人,43,67,7.5,6.6,6.8,虹梅南路128号101-102室(近锦江乐园),15900504054,,烤鱼,1,1
7176,7293,2366062,南方商城,川香缘,4467,川菜/家常菜,￥31/人,31,52,7.1,6.7,6.8,罗锦路(近梅陇西路),02154373729,,川菜/家常菜,1,1
7177,7294,2994994,闵行区,紫燕百味鸡,222,川菜/家常菜,￥22/人,22,10,7.2,7,7,莘潭路435号附近莘潭菜场门面铺(近西环路),02164895115,,熟食,1,0
7178,7295,4194558,春申地区,魔锅坊麻辣香锅,4469,香锅,￥47/人,47,,7.3,7,7.1,莲花南路1388号华清商业广场5-28号(近易买得),None,,香锅,1,
7179,7296,15606633,莘庄,紫燕百味鸡,222,川菜/家常菜,￥22/人,22,,7.2,7,7,疏影路750号底层,4008886517,,熟食,1,
7180,7297,6158264,南方商城,紫燕百味鸡,222,川菜/家常菜,￥22/人,22,8,7.3,7.1,7,中谊路525号A10号,02164895115,,熟食,1,0
7181,7298,5658603,老闵行,重庆鸡公煲,4467,川菜/家常菜,￥37/人,37,25,7.3,7.1,7.3,None,-1,,川菜/家常菜,1,0
7182,7299,65731174,闵行区,张记小菜,102,川菜,￥40/人,40,2,7.3,7.3,7.3,梅陇镇同乐路上居公寓,15801928772,,川菜,1,0
7183,7300,4057372,闵行区,紫燕百味鸡,222,川菜/家常菜,￥22/人,22,19,7.2,7,7,None,02164895115                     ,,熟食,1,0
7184,7301,22900691,莘庄龙之梦,贺记蜀香,4467,川菜/家常菜,,-1,2,7.3,7.3,7.3,莘西路299号,None,,川菜/家常菜,1,0
7185,7302,8007595,老闵行,川聚餐饮,4467,川菜/家常菜,￥58/人,58,243,7.3,7,7.1,东川路2272号千代广场1-2楼(近金平路),None,,川菜/家常菜,1,3
7186,7303,32641136,莘庄,紫燕百味鸡,222,川菜/家常菜,￥22/人,22,2,7.2,7,6.9,都市路4358-4382号一层88号门面房,15821192919,,熟食,1,0
7187,7304,57620464,春申地区,佳香麻辣香锅,4469,香锅,,-1,4,7.3,7.4,7.3,畹町路121号104室,18621754916,,香锅,1,0
7188,7305,68150620,南方商城,渝金缘主题餐厅,102,川菜,,-1,3,7.3,7.3,7.3,None,-1,,川菜,1,0
7189,7306,50457969,闵行区,重庆鸡公煲 巫山烤鱼,4473,烤鱼,,-1,1,7.3,7.1,7.1,古美路1375号(近东兰路),02154962060,,烤鱼,1,0
7190,7307,3386362,老闵行,川香苑,4467,川菜/家常菜,￥32/人,32,13,7.1,6.7,7.1,永平路231号(近交大闵行校区),None,,川菜/家常菜,1,0
7191,7308,18260937,万源城/东兰路,村夫烤鱼十三香龙虾鸡公煲,4473,烤鱼,,-1,4,7.3,7.3,7.3,水清路(近黎安路),None,,烤鱼,1,0
7192,7309,21714437,颛桥,德满缘川菜,4467,川菜/家常菜,￥32/人,32,10,7.3,7.3,7.3,繁安路308号,13816774826,,川菜/家常菜,1,0
7193,7310,32631051,七宝,金龙家常菜,4467,川菜/家常菜,,-1,3,7.3,7.2,7.2,华茂路联盛花园56号,13162888700,,川菜/家常菜,1,0
7194,7311,20832377,虹梅路,心阁陕菜,4467,川菜/家常菜,,-1,,7.3,7.3,7.3,宜山路,None,,川菜/家常菜,1,
7195,7312,16835479,好爱广场,龙虾馆,4467,川菜/家常菜,,-1,,7.3,7.3,7.3,都市路3825号,None,,川菜/家常菜,1,
7196,7313,17961510,南方商城,川渝人家,4467,川菜/家常菜,￥35/人,35,1,7.3,6.6,6.8,罗锦路118号,13816284980,,川菜/家常菜,1,0
7197,7314,19379412,华漕,干锅时代,4469,香锅,,-1,1,7.3,7.3,7.3,None,-1,,香锅,1,0
7198,7315,21177903,虹桥镇,锅然有物·我家泡菜鱼,4467,川菜/家常菜,￥58/人,58,,7.3,7.3,7.4,黄桦路337号中国邮政对面,02154146651,,川菜/家常菜,1,
7199,7316,41115535,闵行区,小辣椒黑鱼馆,4467,川菜/家常菜,,-1,1,7.3,7.3,7.3,龙吴路宁泰99宾馆旁,None,,川菜/家常菜,1,0
7200,7317,40109213,闵行区,川渝人家,4467,川菜/家常菜,,-1,1,7.3,7.3,7.3,龙吴路兴凤家常菜旁,13524835017,,川菜/家常菜,1,0
7201,7318,38322997,北桥,滋味川菜,4467,川菜/家常菜,￥20/人,20,,7.3,7.3,7.3,放鹤路2833号对面,13501784896,,川菜/家常菜,1,
7202,7319,18443481,七宝,登瀛楼,4467,川菜/家常菜,,-1,,7.3,7.3,7.3,盈港东路147号,18220715014,,川菜/家常菜,1,
7203,7320,37797220,老闵行,华朝川菜馆,4467,川菜/家常菜,￥35/人,35,1,7.1,7.1,7.1,东川路897-37号东川路与沧源路养生护肤造型隔壁,18671520103,,川菜/家常菜,1,0
7204,7321,20626819,好爱广场,巫山烤全鱼,4469,香锅,￥59/人,59,58,7.3,7,7.3,都市路3661号,18221122963,,香锅,1,1
7205,7322,43759180,闵行区,怡香锅,4469,香锅,,-1,1,7.3,7.3,7.3,春都路30号,None,,香锅,1,0
7206,7323,17933570,华漕,川湘缘酒楼,4467,川菜/家常菜,,-1,1,7.3,7.3,7.3,东华美路201临,13816022351,,川菜/家常菜,1,0
7207,7324,14938489,七宝,相聚四川菜馆,4467,川菜/家常菜,,-1,1,7.3,7.3,7.3,沪星路,None,,川菜/家常菜,1,0
7208,7325,58286183,闵行区,456川菜馆,4467,川菜/家常菜,,-1,1,7.1,7.1,7.3,疏影路1365号,13761839535,,川菜/家常菜,1,0
7209,7326,67156690,闵行区,开心麻辣香锅,4469,香锅,,-1,2,6.9,7.4,7.4,None,-1,,香锅,1,0
7210,7327,43908543,莘庄龙之梦,蜀天上麻辣香锅,4469,香锅,￥56/人,56,7,7.3,7.3,7,沪闵路6088号凯德龙之梦4楼4-30(莘庄地铁站),18501689724,,香锅,1,0
7211,7328,66931086,闵行区,聚川湘,4467,川菜/家常菜,,-1,1,7.2,6.8,7.2,龙茗路1676号102-1室,15102135829,,川菜/家常菜,1,0
7212,7329,12594824,老闵行,侬好蛙干锅传奇,4469,香锅,￥75/人,75,156,7.2,7.1,7.2,金平路352号,02154701877,,香锅,1,2
7213,7331,6158240,春申地区,紫燕百味鸡,222,川菜/家常菜,￥32/人,32,36,7.1,7,7.1,None,-1,,熟食,1,0
7214,7332,6003168,老闵行,段氏龙虾烤鱼,4473,烤鱼,￥86/人,86,99,7.6,6.6,6.9,None,-1,,烤鱼,1,1
7215,7333,48012969,南方商城,巫山烤全鱼重庆鸡公煲,4467,川菜/家常菜,,-1,22,7.2,7.2,7.1,古美西路120号,15026958133,,川菜/家常菜,1,0
7216,7334,4681591,虹桥镇,紫燕百味鸡,222,川菜/家常菜,￥24/人,24,,7.2,7,7,吴中路828号(近虹梅路),4008886517,,熟食,1,
7217,7335,24770097,好爱广场,塔库烤鱼,4473,烤鱼,,-1,,7.2,7.2,7.2,都市路3759号龙盛国际广场3-321,None,,烤鱼,1,
7218,7336,24770050,好爱广场,辣其韦,4467,川菜/家常菜,,-1,,7.2,7.2,7.2,都市路3759弄龙胜国际3楼,02152961766,,川菜/家常菜,1,
7219,7337,18131341,南方商城,满香阁烤鱼,4473,烤鱼,￥30/人,30,8,6.6,6.5,6.2,莘朱路2076号(近莲花南路),13681833194,,烤鱼,1,0
7220,7338,24815519,老闵行,巫山烤全鱼.重庆鸡公煲,4473,烤鱼,￥65/人,65,4,7.3,7.2,6.9,碧江路345号,None,,烤鱼,1,0
7221,7339,2861875,南方商城,重庆鸡公煲,4467,川菜/家常菜,￥33/人,33,25,7,6.7,6.8,None,13120662700                     ,,川菜/家常菜,1,0
7222,7340,13900613,交大闵行校区,宜宾燃面,4467,川菜/家常菜,￥9/人,9,20,7.3,6.8,6.5,东川路800号交通大学(近华联生活重心),02137641356,,川菜/家常菜,1,0
7223,7341,1892551,老闵行,紫燕百味鸡,222,川菜/家常菜,￥19/人,19,109,7,6.7,6.7,沧源路785号(近闵行交大),02164895115,,熟食,1,2
7224,7342,45383058,闵行区,巫山烤全鱼,4473,烤鱼,,-1,1,7.2,7.2,7.2,曙建路106号-3,18159058197,,烤鱼,1,0
7225,7343,67974395,闵行区,大众麻辣香锅,4469,香锅,,-1,1,7.2,7.2,7.2,七莘路3599号1楼,None,,香锅,1,0
7226,7344,19226756,金平路步行街,金菜府家常菜,4467,川菜/家常菜,￥42/人,42,30,7.1,7.1,7.3,金平路421号(近快客),None,,川菜/家常菜,1,0
7227,7345,21835108,颛桥,酸菜鱼,102,川菜,,-1,,7.1,7,7.1,贵都路(近都市路),15001786301,,川菜,1,
7228,7346,21351889,莘庄,郑胖子龙虾烤鱼馆,4473,烤鱼,,-1,,6.9,6.9,7.6,疏影路808号,13761333460,,烤鱼,1,
7229,7347,3528934,莘庄,紫燕百味鸡,222,川菜/家常菜,￥28/人,28,23,7.2,6.9,6.9,申北路280号（申莘综合市场）内278号(申莘综合市场内),02164895115,,熟食,1,0
7230,7349,21128810,虹桥镇,川味阁,4467,川菜/家常菜,￥66/人,66,36,7.2,7.3,7.3,红松路206号(近虹井路),02133583788,,川菜/家常菜,1,0
7231,7350,13745721,老闵行,张记酸菜鱼,102,川菜,,-1,12,7.2,7,7.2,金平路461号,13072153650,,川菜,1,0
7232,7351,16713986,华漕,重庆鸡公煲,4467,川菜/家常菜,￥36/人,36,2,7.2,7.1,7.2,华漕镇纪翟路2760号品尚生活广场1号楼1楼,13166225812,,川菜/家常菜,1,0
7233,7352,67307306,闵行区,重庆麻辣香锅,4469,香锅,,-1,1,6.4,6.8,6.8,古方路76号331-341室,None,,香锅,1,0
7234,7353,59642670,闵行区,巫山烤全鱼,4467,川菜/家常菜,￥38/人,38,1,7.2,7.2,7.2,None,-1,,川菜/家常菜,1,0
7235,7354,50459717,闵行区,巫山烤全鱼,4473,烤鱼,,-1,1,7.2,7.2,7.2,申滨路990号良华美食广场2楼,021-6100000,,烤鱼,1,0
7236,7355,58424029,闵行区,巫山烤全鱼,4473,烤鱼,,-1,1,7,7,7,金平路449号,13917873779,,烤鱼,1,0
7237,7356,18312183,南方商城,川辣小馆,4467,川菜/家常菜,,-1,,7.1,7,7,沪闵路7866号莲花广场B1楼东品西食内(莲花路地铁站),02134975058,,川菜/家常菜,1,
7238,7357,27335686,闵行区,胖妹川菜馆,4467,川菜/家常菜,,-1,2,7.2,7.2,7.2,都会路2314号,13788915836,,川菜/家常菜,1,0
7239,7358,32711601,七宝,e时代麻辣香锅,4469,香锅,,-1,2,7.2,7.2,7.2,七宝镇新龙路568,18616718095,,香锅,1,0
7240,7359,17670528,闵行区,川香缘,4467,川菜/家常菜,,-1,4,7.2,7.2,7.2,华东师范大学冬月餐厅3楼,15821420182,,川菜/家常菜,1,0
7241,7360,4666293,老闵行,重庆徐和记,4467,川菜/家常菜,￥21/人,21,6,7.2,7.1,7.2,东川路500号华东师大樱桃河商场2楼(近华东师大闵行校区),13601657948,,川菜/家常菜,1,0
7242,7361,5512572,浦江镇,紫燕百味鸡,222,川菜/家常菜,￥22/人,22,,7.1,6.9,6.9,南桥镇西沪淞公路148号,None,,熟食,1,
7243,7362,17517492,老闵行,吴记小菜,4467,川菜/家常菜,,-1,1,6.9,6.4,6.7,瑞丽路95-12号-临,None,,川菜/家常菜,1,0
7244,7363,16311731,虹梅路,姐妹餐厅,4467,川菜/家常菜,,-1,6,7.2,7.2,7.2,澄江路1380号,13818442458,,川菜/家常菜,1,0
7245,7364,44223364,闵行区,蜀家行菜,4467,川菜/家常菜,,-1,1,7.2,7.2,7.2,沪闵路7388号南方商城5楼,None,,川菜/家常菜,1,0
7246,7365,20921453,华漕,缘来四川小吃,4467,川菜/家常菜,,-1,,7.2,7.2,7.2,爱博家园2村39号103室(近良华购物广场),02160673472,,川菜/家常菜,1,
7247,7366,16658707,莘庄,一品香锅,4469,香锅,,-1,1,7.2,7,7.2,申北路297号,13564607159,,香锅,1,0
7248,7367,3271600,闵行区,紫燕百味鸡,222,川菜/家常菜,￥22/人,22,4,7.1,6.9,6.9,青村镇南奉公路2739号(近水清路),13564579748,,熟食,1,0
7249,7368,48902070,闵行区,胖子精品川菜馆,4467,川菜/家常菜,,-1,1,7.2,7.2,7.2,申滨路1051弄爱博二村39号103室,None,,川菜/家常菜,1,0
7250,7369,56951290,闵行区,忠义龙虾烤鱼,4473,烤鱼,,-1,1,7.2,7.2,7.2,梅州路与都市路交叉口旁,13671716263,,烤鱼,1,0
7251,7370,19367494,莘庄,兄弟烤鱼,4473,烤鱼,,-1,1,7.2,7.2,7.2,中春路6689弄135,13585939949,,烤鱼,1,0
7252,7371,32603049,七宝,湘粤川煲仔王,4467,川菜/家常菜,￥15/人,15,2,7.2,6.9,7.2,七宝镇联明路联盛花苑43号对面,15821456689,,川菜/家常菜,1,0
7253,7372,58393523,闵行区,特色石锅鱼,4469,香锅,,-1,1,7.2,7.2,7.2,都市路4162号,15618639557,,香锅,1,0
7254,7373,56566183,闵行区,悠悠家常菜,4467,川菜/家常菜,,-1,,7.2,7.2,7.2,申长北路44号,18616771631,,川菜/家常菜,1,
7255,7374,44003113,闵行区,余和小菜,4467,川菜/家常菜,,-1,1,7.2,6.9,7.2,None,-1,,川菜/家常菜,1,0
7256,7375,69080715,万源城/东兰路,蟹逅煲•我家酸菜鱼,102,川菜,,-1,1,7.2,7.2,7.2,古美路1392号,02164877079,,川菜,1,0
7257,7376,6205076,浦江镇,好想吃香锅,4469,香锅,,-1,,7.2,7.2,7.2,苏召路优玛特对面(近立建路),None,,香锅,1,
7258,7377,24933452,南方商城,荣安世家,4467,川菜/家常菜,,-1,1,7.2,7.2,7.2,古方路76号,None,,川菜/家常菜,1,0
7259,7378,57469368,闵行区,麻辣style,4467,川菜/家常菜,,-1,1,7.2,7.2,7.2,申滨路1051弄爱博二村97号,17001609853,,川菜/家常菜,1,0
7260,7379,48345843,闵行区,米琪水煮三国,4467,川菜/家常菜,,-1,1,7.2,7.2,7.2,莲花路地铁站南出口,13916932312,,川菜/家常菜,1,0
7261,7380,40730522,闵行区,全家福川菜馆,4467,川菜/家常菜,,-1,2,7.2,7,7,夏华路乐乐超市旁,None,,川菜/家常菜,1,0
7262,7381,4737319,春申地区,成都饭馆,4467,川菜/家常菜,￥63/人,63,77,7.1,6.8,7.1,莲花南路1188弄春城商业街62号商铺,02154382256,,川菜/家常菜,1,1
7263,7382,32338084,南方商城,精悦蓉,4469,香锅,￥74/人,74,432,7.1,7.2,6.6,沪闵路7388号百联南方购物中心一层(必胜客旁),02162213128,,香锅,1,4
7264,7383,15114272,莘庄,红豆园麻辣香锅,4469,香锅,￥53/人,53,364,7.2,7.1,7.1,沪闵路6088号莘庄凯德龙之梦B2层(莘庄地铁站),15300811171,,香锅,1,4
7265,7384,17621664,华漕,辣吙吙,4467,川菜/家常菜,￥76/人,76,,6.9,6.9,6.9,申滨路990号良华购物广场2楼(近天山西路),02131219477,,川菜/家常菜,1,
7266,7385,69000394,闵行区,我家酸菜鱼,102,川菜,,-1,,6.9,6.9,6.9,黄桦路353号,18017769677,,川菜,1,
7267,7386,3138043,万源城/东兰路,蜀香缘川菜,4467,川菜/家常菜,￥43/人,43,100,7.1,6.7,6.7,龙茗路2736号(近田林路),02154786397,,川菜/家常菜,1,1
7268,7387,59287333,闵行区,麻辣ing,4467,川菜/家常菜,,-1,1,6.8,6.8,6.8,莲花南路1560号银联菜市场旁-1号,13918090697,,川菜/家常菜,1,0
7269,7388,23236821,春申地区,重庆鸡公煲,4467,川菜/家常菜,￥47/人,47,24,7.2,7.2,7,莘西南路384号,13585668304,,川菜/家常菜,1,0
7270,7389,18424170,虹桥镇,重庆鸡公煲巫山烤全鱼,4473,烤鱼,￥30/人,30,10,7.3,7,7,申滨路960号良华购物广场2F,18721665521,,烤鱼,1,0
7271,7390,48015017,颛桥,辣道坊麻辣香锅,4469,香锅,￥47/人,47,14,7.3,7.2,7.1,鑫都路2536号鑫都商业广场3楼(华彩电影院斜对面),None,,香锅,1,0
7272,7391,67541165,闵行区,老壹号重庆碳烤鱼,4473,烤鱼,￥64/人,64,,7,6.7,6.8,疏影路870号(原重庆老厨房),None,,烤鱼,1,
7273,7392,4119617,万源城/东兰路,大碗鱼,4467,川菜/家常菜,￥55/人,55,136,6.5,6.4,6.5,龙茗路991号(近顾戴路),02154166277,,川菜/家常菜,1,2
7274,7393,67560570,闵行区,麻辣红唇,4467,川菜/家常菜,,-1,,6.9,6.9,6.9,北江榉路688弄2号楼107,13696669964,,川菜/家常菜,1,
7275,7394,24659794,闵行区,农家柴火鸡,4467,川菜/家常菜,,-1,,7.1,7.2,7.4,联友路纪鹤公路交叉路口,13651945449,,川菜/家常菜,1,
7276,7395,65591208,南方商城,稻香蛙,4467,川菜/家常菜,,-1,3,7.1,6.5,6.8,罗锦路867-893号,None,,川菜/家常菜,1,0
7277,7396,58887235,万源城/东兰路,麻辣晚自习,4467,川菜/家常菜,￥43/人,43,6,7.1,7.2,7.2,万源路2783号(万源路吴中路路口),02161267571,,川菜/家常菜,1,0
7278,7397,43868413,闵行区,辣妈川味菜,4467,川菜/家常菜,,-1,,7.1,7.1,7.1,七宝镇中谊路525号（华友农副产品市场）东3号,13311996575,,川菜/家常菜,1,
7279,7398,18587528,南方商城,川香冒菜馆,4467,川菜/家常菜,￥23/人,23,,7.1,7.1,7.1,沪闵路7866号莲花国际广场B1楼东品西食内(莲花路地铁站),13122601946,,川菜/家常菜,1,
7280,7399,3380521,虹桥镇,村夫烤鱼,4467,川菜/家常菜,￥47/人,47,10,7,6.5,6.7,虹中路(近好又多超市),None,,川菜/家常菜,1,0
7281,7400,5491028,莘庄,四海游龙,4469,香锅,￥20/人,20,5,6.9,6.8,6.7,莘凌路72号,None,,香锅,1,0
7282,7401,21299158,老闵行,村夫烤鱼,4473,烤鱼,￥57/人,57,,7.1,7.1,7.1,金平路518号,15202159717,,烤鱼,1,
7283,7402,37768451,南方商城,巫山烤全鱼,4473,烤鱼,,-1,3,7,7.1,7,梅陇镇罗阳路750弄6号101室A层,17701747186,,烤鱼,1,0
7284,7403,503087,老闵行,龙虾馆,4467,川菜/家常菜,￥58/人,58,526,6.4,5.7,5.6,东川路2272号千代广场1楼(近金平路),02154399907,,川菜/家常菜,1,4
7285,7404,4287792,闵行区,紫燕百味鸡,222,川菜/家常菜,￥22/人,22,9,7.1,6.9,6.9,新镇路928号B间(近书香水景苑),02164895115,,熟食,1,0
7286,7405,65490865,吴泾,巫山烤全鱼,4469,香锅,￥37/人,37,5,7.1,7.1,7.1,龙吴路5540号,15026692100,,香锅,1,0
7287,7406,5359533,老闵行,一品干锅,4469,香锅,￥41/人,41,,7.1,6.8,6.8,东川路500号华师大内(近剑川路),18259967993,,香锅,1,
7288,7407,6375293,南方商城,重庆鸡公煲,4467,川菜/家常菜,￥38/人,38,9,7.1,6.8,6.7,平阳路652号(万源路口),15921688569,,川菜/家常菜,1,0
7289,7408,2426494,老闵行,蜀皇鸡公煲,4467,川菜/家常菜,￥35/人,35,70,7.1,6.8,7,东川路(近永平路),None,,川菜/家常菜,1,1
7290,7409,43832336,闵行区,蜀九堂,4467,川菜/家常菜,,-1,1,7.1,7.1,7.1,七宝沪星路105号车配龙名车生活欢乐港4楼,None,,川菜/家常菜,1,0
7291,7410,568299,莘庄,辣妹子湘菜馆,4467,川菜/家常菜,￥37/人,37,56,6.8,6.5,6.6,申北路377号(近沪闵公路),02154421369,,川菜/家常菜,1,1
7292,7411,3324328,南方商城,炫锅坊麻辣香锅,4469,香锅,￥41/人,41,122,7,6.8,6.9,虹梅南路128弄11号(近梅陇路),13564647207,,香锅,1,2
7293,7412,17817560,老闵行,同学汇烤肉烤鱼专卖店,4473,烤鱼,￥36/人,36,,7,7,7,东川路811弄25号(交大对面),02134221196,,烤鱼,1,
7294,7413,19592081,春申地区,重庆鸡公煲,4467,川菜/家常菜,￥38/人,38,3,7.2,7.2,7.2,None,-1,,川菜/家常菜,1,0
7295,7414,3995851,万源城/东兰路,江南小馆,4467,川菜/家常菜,￥32/人,32,12,6.9,6.7,6.7,古美路1136号(近东兰路),02164595963,,川菜/家常菜,1,0
7296,7415,15860263,莘庄,三国烤鱼,4473,烤鱼,,-1,,7.1,7.1,7.1,银都路(近都市路),None,,烤鱼,1,
7297,7416,17922225,浦江镇,川沪川烤鱼馆,4467,川菜/家常菜,,-1,1,7.1,7.1,7.1,谈中路97弄19号(近谈家港农贸市场),None,,川菜/家常菜,1,0
7298,7417,6797955,吴泾,川味轩饭店,4467,川菜/家常菜,￥37/人,37,16,7.1,7,7.1,永德路193号(近枫桦景苑一期),02154870591,,川菜/家常菜,1,0
7299,7418,45644868,闵行区,湘鱼坊巫山烤全鱼,4473,烤鱼,,-1,1,7.1,7.1,7.1,江川路街道鹤庆路130号,13576098931,,烤鱼,1,0
7300,7419,17827735,万源城/东兰路,俏味家,4467,川菜/家常菜,,-1,5,7.1,7.1,7.1,宜山路2306号(近合川路),02164028736,,川菜/家常菜,1,0
7301,7420,22275105,华漕,重庆鸡公煲巫山烤全鱼,4467,川菜/家常菜,,-1,2,7.1,7,7,繁兴路974号,13636692728,,川菜/家常菜,1,0
7302,7421,6053726,春申地区,金苑饭庄,4467,川菜/家常菜,￥45/人,45,,7,7,7,莘朱路1991号(近虹梅南路),02154391779,,川菜/家常菜,1,
7303,7422,58428949,南方商城,四川烤鱼,4473,烤鱼,,-1,1,6.8,6.8,6.8,古美路205号,None,,烤鱼,1,0
7304,7423,18319105,莘庄,郑记小菜,4467,川菜/家常菜,￥45/人,45,17,7,7,7.1,群英路89号(近疏影路),02161300900,,川菜/家常菜,1,0
7305,7424,40882632,闵行区,香鱼坊巫山烤鱼,4473,烤鱼,,-1,,7.1,7.1,7.1,龙茗路1412号,None,,烤鱼,1,
7306,7425,66102021,万源城/东兰路,家宴,4467,川菜/家常菜,,-1,1,7.1,7.1,7.1,田林路,02164797767,,川菜/家常菜,1,0
7307,7426,4043785,莘庄,桂菊酒楼,4467,川菜/家常菜,￥33/人,33,10,7.1,6.8,6.8,水清路1460弄1号103室(近大润发),02154168577,,川菜/家常菜,1,0
7308,7427,66390235,莘庄,川菜阁,102,川菜,,-1,,7.1,6.8,6.8,莘松路388号,18916602097,,川菜,1,
7309,7428,23942626,浦江镇,渝中小面江文路店,4467,川菜/家常菜,,-1,1,7.1,7.1,7.1,江文路559弄3号(肯德基),18001605712,,川菜/家常菜,1,0
7310,7429,18206576,南方商城,湘味小馆,4467,川菜/家常菜,￥46/人,46,2,7.1,7.1,7.1,虹梅南路128弄9号,18701909850,,川菜/家常菜,1,0
7311,7430,4208583,好爱广场,川香家常菜馆,4467,川菜/家常菜,￥40/人,40,7,6.9,6.8,7.1,都市路4190号(近梅州路),18217387398,,川菜/家常菜,1,0
7312,7431,20840749,老闵行,周记川湘美食,4467,川菜/家常菜,￥23/人,23,4,7.1,7.1,7.1,北桥镇新苗路175号,13120581536,,川菜/家常菜,1,0
7313,7432,22077282,莘庄,邵氏酸菜鱼,102,川菜,,-1,2,6.9,6.9,6.9,中春路,None,,川菜,1,0
7314,7433,14938560,春申地区,业府酒楼,4467,川菜/家常菜,,-1,5,7.2,7.1,7.2,虹梅南路2551号,02154402136,,川菜/家常菜,1,0
7315,7434,9968463,春申地区,品安煲,4469,香锅,￥42/人,42,6,7,6.7,6.7,都市路3599号(近金都路),None,,香锅,1,0
7316,7435,41299733,闵行区,川湘食府,4467,川菜/家常菜,,-1,1,7.1,7.1,7.1,竹园路77号,15900981989,,川菜/家常菜,1,0
7317,7436,20853775,万源城/东兰路,重庆面滋源,4467,川菜/家常菜,,-1,,7.1,7.1,7.1,田林路1417号(近龙茗路),None,,川菜/家常菜,1,
7318,7437,4288580,南方商城,品安煲,4467,川菜/家常菜,￥46/人,46,3,6.9,6.6,6.7,莲花路127号(近四海游龙),None,,川菜/家常菜,1,0
7319,7438,16417343,老闵行,蒙轩川菜,4467,川菜/家常菜,,-1,,7.1,7,7.3,银春路1955弄141号,02151597722,,川菜/家常菜,1,
7320,7439,43855931,闵行区,冬月渝味源汤锅,4467,川菜/家常菜,,-1,7,7,7.5,7.5,华师大冬月餐厅三楼,13764682389,,川菜/家常菜,1,0
7321,7440,63280338,闵行区,点点香酸菜鱼,102,川菜,,-1,1,7.1,7.1,7.1,向阳路423号附近,None,,川菜,1,0
7322,7441,16713957,老闵行,重庆鸡公煲,4467,川菜/家常菜,￥38/人,38,,7.1,7.1,7.1,银春路1955弄167号,02151513782,,川菜/家常菜,1,
7323,7442,22480541,万源城/东兰路,雲香锅,4469,香锅,￥25/人,25,8,7,7,7,漕宝路1108号,02154531157,,香锅,1,0
7324,7443,16714058,春申地区,重庆麻辣鱼庄,4467,川菜/家常菜,,-1,2,7.1,7.1,6.9,弄莲花南路1388弄2-98/99,15801988142,,川菜/家常菜,1,0
7325,7444,48269972,闵行区,一品干锅,4469,香锅,,-1,,7.1,6.8,7.1,三鲁公路2659号,02122343457,,香锅,1,
7326,7445,16145105,春申地区,川香小厨,4467,川菜/家常菜,,-1,1,7,6.9,6.9,银都路555号附近,None,,川菜/家常菜,1,0
7327,7446,15595435,老闵行,小洞天川菜馆,4467,川菜/家常菜,,-1,5,7.2,7,7.1,江川路1642号,None,,川菜/家常菜,1,0
7328,7447,50338593,闵行区,重庆鸡公煲巫山烤全鱼,4473,烤鱼,,-1,1,7.3,7.3,7.1,江川路1553号,13564445875,,烤鱼,1,0
7329,7448,15595355,华漕,老字号川菜馆,4467,川菜/家常菜,,-1,1,7.1,6.8,7.1,纪友路789号,None,,川菜/家常菜,1,0
7330,7449,19247138,闵行区,山东家常菜,4467,川菜/家常菜,￥32/人,32,8,7,7,7.1,虹梅南路1550号,None,,川菜/家常菜,1,0
7331,7450,15987142,虹桥镇,川味饭店,4467,川菜/家常菜,,-1,,7.1,7,7.1,南华街65号农业机械研究所,13764282475,,川菜/家常菜,1,
7332,7451,16342905,春申地区,聚缘川菜馆,4467,川菜/家常菜,,-1,,7.1,7.1,7.1,金都路1269临,13764099259,,川菜/家常菜,1,
7333,7452,19182975,闵行区,楚乡缘,4467,川菜/家常菜,,-1,1,7.1,7.1,7.1,银春路1955弄209号,18964040103,,川菜/家常菜,1,0
7334,7453,23635112,老闵行,回头香川菜馆,4467,川菜/家常菜,,-1,2,7.1,6.9,6.9,天星路与江川路交叉口东,15900666245,,川菜/家常菜,1,0
7335,7454,69119702,虹桥镇,麻辣工场,4469,香锅,,-1,1,7.1,7.1,7.1,申长路688号虹桥天地购物中心B1-02/03单元,18621758627,,香锅,1,0
7336,7455,63433261,闵行区,小坤烧烤万州烤鱼,4473,烤鱼,,-1,,7.1,7.1,7.1,银春路1955弄211号,13661568735,,烤鱼,1,
7337,7456,5739801,浦江镇,火YY鸭品,4467,川菜/家常菜,￥16/人,16,8,7.1,7,7.1,浦江镇苏召路1699号3-1铺(近勤劳路),15001850877,,川菜/家常菜,1,0
7338,7457,58491647,莘庄,当年情,4467,川菜/家常菜,,-1,2,7.1,7,7.1,莘庄镇小西街24号,13022146123,,川菜/家常菜,1,0
7339,7458,22051844,莘庄,沈记珍兴馆,4467,川菜/家常菜,￥25/人,25,3,7.1,7.1,7,莘谭路354,13761581704,,川菜/家常菜,1,0
